Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,получение средств,865.91,безналичный,Гродно,Приорбанк-OTGK-194,16-12-2005,03:20:14,успешно,нет,0.0
физ. лицо,получение средств,4943.36,наличный,Гродно,Белинвестбанк-COOS-311,29-10-2007,08:52:54,успешно,нет,0.0
физ. лицо,списание средств,3161.26,безналичный,Гродно,БелАгропромбанк-ABBD-907,25-12-2017,10:23:55,успешно,нет,0.0
юр. лицо,получение средств,2727.24,наличный,Витебск,МаксБанк-JRLF-447,17-12-2024,01:36:13,успешно,нет,0.0
физ. лицо,получение средств,3160.55,наличный,Гомель,Приорбанк-BWTR-899,14-02-2004,14:05:14,успешно,нет,0.0
юр. лицо,списание средств,4001.54,безналичный,Витебск,Приорбанк-SVFO-845,19-12-2022,17:37:08,недостаточно средств,да,386.7
физ. лицо,списание средств,2373.27,безналичный,Брест,Беларусбанк-SCLI-264,08-03-2004,11:05:46,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3244.89,наличный,Гомель,Приорбанк-JKRV-493,22-12-2001,21:52:40,успешно,нет,0.0
юр. лицо,получение средств,4156.36,безналичный,Витебск,БелАгропромбанк-KWHL-032,31-12-2024,22:06:30,успешно,нет,0.0
физ. лицо,списание средств,1251.47,наличный,Минск,МаксБанк-SOOY-140,06-08-2018,08:56:00,неправильный ввод пин-кода,да,105.48
физ. лицо,получение средств,2855.1,наличный,Гомель,БелАгропромбанк-EIDB-521,05-03-2020,11:22:26,успешно,нет,0.0
физ. лицо,получение средств,806.65,наличный,Брест,МаксБанк-XFOJ-852,10-08-2007,06:41:41,успешно,нет,0.0
физ. лицо,получение средств,4576.48,наличный,Гродно,Белинвестбанк-CBAU-751,09-06-2021,23:54:50,успешно,нет,0.0
физ. лицо,получение средств,1124.15,наличный,Гомель,БелАгропромбанк-RGDE-468,30-07-2010,11:54:44,успешно,нет,0.0
юр. лицо,списание средств,3865.62,безналичный,Могилев,Беларусбанк-MMGC-588,25-07-2013,11:27:58,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4995.67,безналичный,Могилев,МаксБанк-LMUG-737,21-04-2001,01:10:40,недостаточно средств,да,379.5
физ. лицо,получение средств,4473.63,безналичный,Минск,БелАгропромбанк-JFXI-253,19-01-2003,04:25:59,успешно,нет,0.0
физ. лицо,получение средств,1652.29,безналичный,Гродно,Беларусбанк-TVLR-174,13-10-2013,12:04:05,успешно,нет,0.0
юр. лицо,получение средств,2403.75,безналичный,Минск,Белинвестбанк-GTGH-328,04-02-2017,19:10:08,успешно,нет,0.0
юр. лицо,списание средств,3615.72,безналичный,Гомель,Белинвестбанк-GMWK-557,25-07-2001,15:37:22,неправильный ввод пин-кода,да,53.65
юр. лицо,списание средств,4470.08,безналичный,Могилев,Беларусбанк-OFHF-964,19-01-2024,12:10:42,недостаточно средств,да,347.45
юр. лицо,получение средств,3039.19,наличный,Гомель,Белинвестбанк-MSJD-510,02-01-2003,12:13:53,успешно,нет,0.0
юр. лицо,списание средств,2515.98,безналичный,Могилев,Беларусбанк-JXUA-917,24-11-2010,22:54:22,недостаточно средств,да,90.15
юр. лицо,получение средств,4676.47,наличный,Минск,Приорбанк-ZKVT-344,09-02-2020,21:11:49,успешно,нет,0.0
юр. лицо,списание средств,2491.41,наличный,Витебск,Беларусбанк-ZGJB-200,03-01-2024,02:40:28,недостаточно средств,да,207.61
юр. лицо,списание средств,2021.13,наличный,Гомель,Приорбанк-ZTBX-908,13-09-2017,02:57:00,недостаточно средств,да,73.08
физ. лицо,получение средств,2088.98,безналичный,Могилев,Приорбанк-NGJF-036,05-03-2020,11:52:04,успешно,нет,0.0
юр. лицо,списание средств,2797.74,безналичный,Гродно,Приорбанк-VXMQ-873,26-03-2015,17:26:17,недостаточно средств,да,269.03
юр. лицо,получение средств,1034.27,безналичный,Брест,БелАгропромбанк-RBHI-331,12-01-2008,06:07:08,успешно,нет,0.0
физ. лицо,получение средств,835.53,наличный,Гомель,Приорбанк-TLMV-016,25-02-2007,01:12:25,успешно,нет,0.0
юр. лицо,списание средств,4561.94,наличный,Гомель,Беларусбанк-CEKA-370,16-05-2002,12:41:30,успешно,нет,0.0
физ. лицо,получение средств,187.44,наличный,Гродно,Беларусбанк-HPOQ-975,12-10-2023,08:07:13,успешно,нет,0.0
физ. лицо,получение средств,1661.65,наличный,Брест,Белинвестбанк-RDQA-765,06-04-2017,05:41:56,успешно,нет,0.0
юр. лицо,списание средств,505.95,безналичный,Витебск,БелАгропромбанк-BEJH-305,03-03-2016,13:25:50,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,343.33,наличный,Брест,Приорбанк-ZPPB-095,02-05-2007,02:53:54,успешно,нет,0.0
физ. лицо,списание средств,2366.65,наличный,Брест,МаксБанк-BJFG-703,21-08-2018,16:42:05,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,56.76,наличный,Минск,БелАгропромбанк-MVJX-746,18-07-2019,14:25:30,недостаточно средств,нет,0.0
физ. лицо,списание средств,3181.41,наличный,Минск,МаксБанк-LFOP-421,13-07-2021,02:51:16,успешно,да,197.07
юр. лицо,получение средств,2985.82,безналичный,Гомель,Приорбанк-QMMY-101,28-03-2007,13:47:02,успешно,нет,0.0
физ. лицо,списание средств,844.18,безналичный,Витебск,МаксБанк-RXWI-403,14-03-2004,16:14:04,успешно,нет,0.0
физ. лицо,получение средств,2089.91,безналичный,Витебск,Приорбанк-XQLW-401,12-01-2012,17:20:36,успешно,нет,0.0
физ. лицо,списание средств,1712.56,безналичный,Брест,Белинвестбанк-WHJX-071,14-11-2021,02:44:48,неправильный ввод пин-кода,да,64.96
физ. лицо,списание средств,3141.16,наличный,Могилев,Беларусбанк-DUYC-608,29-08-2010,01:44:57,неправильный ввод пин-кода,да,76.67
физ. лицо,получение средств,3798.82,безналичный,Брест,Белинвестбанк-ZCNO-075,18-01-2020,12:51:33,успешно,нет,0.0
физ. лицо,списание средств,3580.24,безналичный,Гомель,БелАгропромбанк-JDAW-302,02-04-2013,05:05:42,недостаточно средств,да,176.51
